indice,estrellas,comentario,pos_tags,noun_phrases,entities,entity_density
16751,,aire agradable bebidas familia segura siempre,"['NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADV']","['aire', 'agradable bebidas familia']",[],0.0
16757,,nice sun going,"['VERB', 'NOUN', 'PROPN']",['sun'],"[{'text': 'nice sun going', 'label': 'ORG'}]",0.3333333333333333
16771,,me quedé amado playa limpia muchas oportunidades actividades como nadar boogie boarding barco,"['PRON', 'VERB', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ']","['playa', 'muchas oportunidades actividades', 'boarding barco']",[],0.0
16772,,love coming nuevo vallarta people wonderful make feel home,"['NOUN', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['love coming nuevo vallarta', 'wonderful make feel']","[{'text': 'love coming', 'label': 'PER'}, {'text': 'people wonderful make feel', 'label': 'MISC'}, {'text': 'home', 'label': 'MISC'}]",0.3333333333333333
16790,,bahía de cinco estrellas agua aire aire necesita tomar,"['PROPN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB']","['bahía', 'cinco estrellas', 'agua']",[],0.0
16803,,sunsets amazing nuevo vallarta sunsets around must best taken better,"['VERB', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'NOUN']",['sunsets around'],"[{'text': 'sunsets amazing', 'label': 'ORG'}, {'text': 'around must best', 'label': 'PER'}]",0.2
16811,,wonderful beach water like walk water edge miles miles edge water watching sunset truly,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NUM', 'NUM', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NOUN']","['wonderful beach water like walk', 'edge', 'miles edge', 'water', 'watching', 'sunset', 'truly']","[{'text': 'wonderful beach', 'label': 'ORG'}, {'text': 'water like walk water edge', 'label': 'MISC'}, {'text': 'sunset truly', 'label': 'PER'}]",0.21428571428571427
16830,,clima bastante cálido tiempo dicho normalmente mejor clima normalmente temporada de lluvias,"['NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'ADP', 'NOUN']","['clima', 'bastante cálido tiempo dicho normalmente mejor clima normalmente temporada de lluvias']",[],0.0
16836,,go downtown pesos try city,"['VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN']","['go downtown', 'pesos try city']",[],0.0
16857,,como fotos impresionantes disfrutando mucho atardeceres aguas claras cerrar,"['SCONJ', 'NOUN', 'ADJ', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'VERB']","['como fotos impresionantes', 'mucho atardeceres aguas claras']",[],0.0
16862,,bay village perfect place relax enjoy,"['PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'VERB']",['bay village perfect'],[],0.0
16887,,visit nuevo vallarta go hotel get day pesos pesos towels pool rooms bars,"['ADJ', 'ADJ', 'PROPN', 'ADP', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'PROPN', 'PROPN', 'PROPN']","['hotel', 'get', 'pesos pesos']","[{'text': 'visit', 'label': 'LOC'}, {'text': 'vallarta go hotel get day', 'label': 'LOC'}, {'text': 'towels', 'label': 'PER'}]",0.23076923076923078
16895,,arena relajante sentí como concha vista nada pie hermoso,"['NOUN', 'ADJ', 'VERB', 'SCONJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ']","['arena relajante', 'como concha vista']",[],0.0
16947,,walk must visit market dinner awesome,"['PROPN', 'PROPN', 'ADJ', 'VERB', 'VERB', 'NOUN']","['walk must visit', 'awesome']","[{'text': 'walk must visit', 'label': 'MISC'}]",0.16666666666666666
16955,,hermosa playa playa accidentada limpia muchas palmeras dan mucha sombra playa,"['ADJ', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ']","['hermosa playa', 'playa', 'limpia', 'muchas palmeras', 'mucha sombra']",[],0.0
16965,,visited nuevo vallarta many times time experience better people restaurants excellent,"['NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'VERB', 'PROPN', 'VERB', 'PROPN', 'PROPN']","['visited nuevo', 'better', 'restaurants', 'excellent']","[{'text': 'many times time', 'label': 'ORG'}, {'text': 'people restaurants excellent', 'label': 'ORG'}]",0.18181818181818182
16991,,nice bars great view sunset staff bars one drink playing beer food looked good like friends family,"['VERB', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['bars great', 'sunset staff bars', 'playing', 'looked', 'good like friends']","[{'text': 'bars great view sunset staff bars', 'label': 'MISC'}, {'text': 'good like friends', 'label': 'MISC'}]",0.11764705882352941
17011,,playa estupenda bahía para caminar agua atardeceres,"['NOUN', 'ADJ', 'PROPN', 'ADP', 'VERB', 'NOUN', 'ADJ']","['playa estupenda', 'agua atardeceres']",[],0.0
17041,,nice swim hard get past first steep beach ok get past water,"['VERB', 'ADJ', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'VERB']","['hard get', 'first steep', 'ok get past']","[{'text': 'nice swim hard get past first steep beach ok get past', 'label': 'MISC'}]",0.08333333333333333
17045,,clean safe right next pacific ocean available lucky lucky people,"['VERB', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'PROPN', 'ADJ', 'VERB']","['safe', 'right next', 'pacific', 'available lucky lucky']","[{'text': 'clean safe', 'label': 'PER'}, {'text': 'next', 'label': 'MISC'}]",0.2
17047,,océano pacífico como mantenido reloj agua,"['NOUN', 'ADJ', 'SCONJ', 'ADJ', 'NOUN', 'NOUN']","['océano pacífico', 'como mantenido reloj agua']",[],0.0
17068,,pies para caminar agua evitar peces disfrutar recurso,"['NOUN', 'ADP', 'VERB', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN']","['pies', 'agua', 'peces', 'recurso']",[],0.0
17108,,costa este océano áspero arena rocoso nada como,"['VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'PRON', 'SCONJ']","['este océano áspero', 'nada']",[],0.0
17135,,walked nuevo vallarta beach village restaurant bay beach best vallarta,"['PROPN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",['walked nuevo vallarta beach village restaurant bay beach best vallarta'],"[{'text': 'walked nuevo vallarta', 'label': 'PER'}, {'text': 'restaurant bay beach best vallarta', 'label': 'LOC'}]",0.2
17149,,playa excelente caminar horas atrás área nosotros agua amor aguas cristalinas lado sur ver nadar,"['NOUN', 'ADJ', 'VERB', 'NOUN', 'ADV', 'NOUN', 'PRON', 'NOUN', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'VERB']","['playa excelente', 'horas atrás área', 'nosotros', 'agua amor', 'aguas cristalinas', 'lado sur']",[],0.0
17161,,super junto playa hermosas aguas van dias,"['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ']","['super', 'junto playa']","[{'text': 'super', 'label': 'MISC'}]",0.14285714285714285
17167,,liked vendors huts ready buy,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB']",['liked vendors huts ready buy'],"[{'text': 'liked vendors huts ready buy', 'label': 'MISC'}]",0.2
17168,,open walk miles,"['VERB', 'PROPN', 'NUM']",['walk'],"[{'text': 'open walk', 'label': 'ORG'}]",0.3333333333333333
17185,,retrocede amor playa,"['VERB', 'PROPN', 'PROPN']","['amor', 'playa']","[{'text': 'retrocede amor', 'label': 'MISC'}]",0.3333333333333333
17238,,nuevo vallarta beach water easy walk long wide beautiful sand looks like gold going water easy water warm recommend beach like go long walk swim ocean water,"['ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'ADJ', 'VERB', 'VERB']",['nuevo vallarta beach water easy walk long wide beautiful sand looks like gold going water easy water warm recommend beach like go long walk swim ocean water'],"[{'text': 'walk long wide beautiful sand looks like gold going', 'label': 'MISC'}, {'text': 'warm recommend beach like go long walk', 'label': 'MISC'}]",0.07407407407407407
17255,,playa hermosa playa de palapas bien mantenida maravillosa bebida comida,"['NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'PROPN', 'ADJ']","['playa', 'palapas', 'bien mantenida maravillosa bebida comida']",[],0.0
17265,,amigable vistas maravillosas gran playa playa para caminar gran lugar,"['ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN']","['amigable vistas maravillosas', 'gran playa', 'playa', 'gran lugar']",[],0.0
17270,,excellent experience beach chairs excellent food service available,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADJ']","['excellent experience beach chairs excellent', 'service available']","[{'text': 'excellent experience beach chairs excellent', 'label': 'MISC'}]",0.125
17310,,beautiful resort restaurants nice service good place clean service excellent would,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'VERB', 'VERB', 'NOUN', 'PROPN', 'PROPN']","['beautiful resort restaurants', 'good', 'excellent', 'would']","[{'text': 'beautiful resort', 'label': 'PER'}]",0.09090909090909091
17313,,gran piscina gran piscina piscina gran complejo,"['ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN']","['gran piscina gran', 'piscina']",[],0.0
17317,,"Resort maravilloso, personal limpio, maravilloso, especialmente rock divertido, debes intentar visitarlo.","['PROPN', 'ADJ', 'PUNCT', 'ADJ', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADV', 'NOUN', 'ADJ', 'PUNCT', 'AUX', 'VERB', 'VERB', 'PUNCT']","['Resort maravilloso', ', especialmente rock']","[{'text': 'Resort', 'label': 'PER'}]",0.0625
17324,,hermosa playa llena de gente atardeceres increíble ver arena,"['ADJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN']","['hermosa playa llena', 'gente atardeceres', 'arena']",[],0.0
17347,,love beach walk miles one watch tide best time get huge flat like walking,"['NOUN', 'PROPN', 'PROPN', 'NUM', 'VERB', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN']","['love beach walk miles', 'watch', 'best', 'get huge', 'like walking']","[{'text': 'love beach walk', 'label': 'MISC'}, {'text': 'one watch', 'label': 'ORG'}]",0.14285714285714285
17352,,gente de playa genial,"['NOUN', 'ADP', 'NOUN', 'ADJ']","['gente', 'playa genial']",[],0.0
17360,,great safe beautiful sunsets go spot hot enjoyable friendly,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN']","['great safe beautiful sunsets go spot hot', 'enjoyable friendly']","[{'text': 'great', 'label': 'MISC'}, {'text': 'spot', 'label': 'ORG'}]",0.2222222222222222
17408,,need keep feet hot sand sand smooth full rocks easy get water go far deep waves look big much times like going late early water warm,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['need keep feet hot sand sand smooth full rocks easy get', 'far', 'deep', 'waves', 'look big', 'times', 'like going', 'late early water warm']","[{'text': 'need keep feet', 'label': 'PER'}, {'text': 'deep waves', 'label': 'ORG'}]",0.07692307692307693
17412,,beach amazing seen one beautiful sunsets ever seen,"['PROPN', 'NOUN', 'AUX', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['beach', 'amazing', 'beautiful', 'sunsets', 'ever']","[{'text': 'beach amazing seen one beautiful', 'label': 'ORG'}]",0.125
17417,,Bonita playa cálida cálida agua oscura limpia segunda vez disfrutada veces estancia,"['PROPN', 'PROPN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN']","['Bonita playa cálida cálida agua oscura limpia segunda vez disfrutada veces', 'estancia']","[{'text': 'Bonita', 'label': 'PER'}]",0.08333333333333333
17465,,larga playa para caminar olas genial,"['ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADJ']","['larga playa', 'olas genial']",[],0.0
17469,,gran playa disfrutar del agua caminar agua gran playa derecha local,"['ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ']","['gran playa', 'agua', 'agua', 'gran playa derecha']",[],0.0
17473,,tiempo disfrutar playa ir agua linda playa bueno,"['NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ']","['tiempo', 'playa', 'agua', 'linda playa']",[],0.0
17489,,increíble final de pareja en la playa natural,"['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ']","['increíble final', 'pareja', 'la playa natural']",[],0.0
17556,,playa limpia,"['NOUN', 'ADJ']",['playa limpia'],[],0.0
17565,,one favorite street garbage local like garbage,"['VERB', 'VERB', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN']","['street garbage local', 'like garbage']","[{'text': 'one', 'label': 'ORG'}]",0.14285714285714285
17567,,playa playa playa hermosa divertida lugareños,"['NOUN', 'PROPN', 'PROPN', 'ADJ', 'ADJ', 'NOUN']",['playa playa playa hermosa divertida'],[],0.0
17574,,day small restaurants like,"['PROPN', 'PROPN', 'PROPN', 'PROPN']",['day small restaurants like'],"[{'text': 'day small restaurants like', 'label': 'ORG'}]",0.25
17579,,hermosa playa ve limpia,"['ADJ', 'NOUN', 'VERB', 'ADJ']",['hermosa playa'],"[{'text': 'playa ve limpia', 'label': 'LOC'}]",0.25
17581,,one best water lots,"['VERB', 'PROPN', 'PROPN', 'PROPN']",['best water lots'],"[{'text': 'one best water', 'label': 'MISC'}]",0.25
17582,,Semana gran bahía también ir,"['PROPN', 'ADJ', 'NOUN', 'ADV', 'VERB']","['Semana', 'gran bahía']","[{'text': 'Semana', 'label': 'LOC'}]",0.2
17588,,gran mejor playa,"['ADJ', 'ADJ', 'NOUN']",['gran mejor playa'],[],0.0
17597,,see places see,"['AUX', 'NOUN', 'NOUN']","['places', 'see']",[],0.0
17609,,much beach like beach,"['PROPN', 'PROPN', 'PROPN', 'PROPN']","['much', 'beach', 'like']","[{'text': 'much beach like beach', 'label': 'MISC'}]",0.25
17612,,comida hermosa gente gente,"['NOUN', 'ADJ', 'NOUN', 'NOUN']","['comida hermosa', 'gente']","[{'text': 'comida', 'label': 'PER'}]",0.25
17673,,sayulita bad sewage going ocean everyone getting swimming beaches sayulita sad,"['VERB', 'DET', 'PROPN', 'PROPN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'PROPN']","['bad sewage going', 'getting swimming', 'sad']",[],0.0
17741,,going may like water,"['PROPN', 'PROPN', 'PROPN', 'PROPN']","['going', 'may like']","[{'text': 'going may like water', 'label': 'MISC'}]",0.25
17758,,went hidden beach people went great view,"['PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['went', 'beach', 'went great']","[{'text': 'went hidden beach', 'label': 'MISC'}, {'text': 'people went great', 'label': 'MISC'}]",0.2857142857142857
17762,,lot quieter main beach people visit beautiful bay quick minute walk villa,"['ADP', 'VERB', 'PROPN', 'PROPN', 'VERB', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['main beach', 'visit beautiful bay quick minute walk villa']","[{'text': 'main beach', 'label': 'PER'}, {'text': 'people visit', 'label': 'MISC'}]",0.16666666666666666
17800,,bit like well,"['NOUN', 'PROPN', 'PROPN']","['bit', 'like', 'well']","[{'text': 'bit like well', 'label': 'MISC'}]",0.3333333333333333
17914,,linda playa escapar bullicio playa sayulita agua genial nadar gente limpia,"['ADJ', 'NOUN', 'VERB', 'ADJ', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ']","['linda playa', 'agua genial', 'gente limpia']",[],0.0
17990,,buena playa olas grandes sayulita relax,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN']","['buena playa', 'relax']",[],0.0
18004,,Fui a la playa Playa principal local con sombra Definitivamente debes ir a surfear amigablemente,"['AUX', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'PROPN', 'AUX', 'AUX', 'ADP', 'VERB', 'ADV']","['la playa', 'Playa principal', 'sombra', 'Definitivamente']","[{'text': 'Fui', 'label': 'PER'}, {'text': 'Playa', 'label': 'LOC'}, {'text': 'Definitivamente debes ir a surfear', 'label': 'MISC'}]",0.2
18011,,bonita playa pasar un buen rato sombrillas alquilar bebidas,"['ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN']","['bonita playa', 'un buen rato', 'bebidas']","[{'text': 'bonita', 'label': 'PER'}]",0.1111111111111111
18015,,mejor playa sayulita nadar buenas tardes,"['ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN']","['mejor playa', 'buenas tardes']",[],0.0
18041,,best market something must go,"['PROPN', 'NOUN', 'NOUN', 'ADJ', 'ADP']",['best market something must'],"[{'text': 'best market something must', 'label': 'MISC'}]",0.2
18054,,market market love vendors variety food arts crafts music love,"['NOUN', 'NOUN', 'ADJ', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']","['market', 'market love', 'arts crafts', 'music']","[{'text': 'market', 'label': 'MISC'}, {'text': 'love vendors', 'label': 'MISC'}, {'text': 'music love', 'label': 'MISC'}]",0.3
18057,,miss many great vendors unique gifts souvenirs go food food vendors,"['PROPN', 'PROPN', 'PROPN', 'VERB', 'SCONJ', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'ADJ', 'PROPN']","['miss many great', 'unique gifts souvenirs', 'food food', 'vendors']","[{'text': 'miss many great vendors', 'label': 'ORG'}, {'text': 'gifts souvenirs', 'label': 'PER'}, {'text': 'food food vendors', 'label': 'ORG'}]",0.2727272727272727
18071,,vendedores de música artistas comida a lo largo toma pesos diviértete,"['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'PRON', 'ADJ', 'VERB', 'NOUN', 'VERB']","['vendedores', 'música artistas', 'pesos']",[],0.0
18083,,mercado decir comida fresca delicioso mercado de pescado excelente,"['NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ']","['mercado', 'comida fresca', 'delicioso mercado', 'pescado excelente']",[],0.0
18085,,market last day wonderful artisans get market,"['PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",['market last day wonderful artisans get'],"[{'text': 'market last day wonderful artisans get market', 'label': 'ORG'}]",0.14285714285714285
18099,,market open end spend get find return back,"['NOUN', 'VERB', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['market', 'end spend get find return back']","[{'text': 'market', 'label': 'MISC'}, {'text': 'return back', 'label': 'MISC'}]",0.25
18102,,visited week visit art,"['NOUN', 'VERB', 'ADJ', 'NOUN']",['visited week visit art'],"[{'text': 'visited week visit', 'label': 'ORG'}]",0.25
18103,,mercado dos alimentos excelentes nuevos vendedores,"['VERB', 'NUM', 'NOUN', 'ADJ', 'ADJ', 'NOUN']","['dos alimentos excelentes', 'nuevos vendedores']",[],0.0
18120,,always enjoy market love beach variety,"['VERB', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN']","['market', 'love', 'variety']","[{'text': 'market love', 'label': 'PER'}]",0.16666666666666666
18124,,large vendors stalls excellent variety market worth visit close,"['PROPN', 'PROPN', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'ADJ', 'VERB']","['large vendors stalls excellent', 'market worth visit']","[{'text': 'large vendors stalls excellent', 'label': 'MISC'}, {'text': 'market worth visit', 'label': 'PER'}]",0.2222222222222222
18152,,siempre divertido mercado excelente nueva comida local fresca habitual,"['ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ']","['siempre divertido mercado excelente', 'nueva comida local']",[],0.0
18155,,market fish market marina vendors selling everything glass sold market use food take beach market take home love go back,"['NOUN', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PROPN']","['market fish market marina', 'vendors selling everything glass sold market', 'food', 'take beach', 'market take', 'love', 'back']","[{'text': 'market fish market', 'label': 'MISC'}, {'text': 'home', 'label': 'MISC'}]",0.1
18166,,loved nice artisan great variety vendors,"['NOUN', 'VERB', 'VERB', 'PROPN', 'VERB', 'PROPN']","['loved nice', 'great', 'vendors']","[{'text': 'loved nice', 'label': 'MISC'}, {'text': 'vendors', 'label': 'MISC'}]",0.3333333333333333
18373,,lugar increíble visita altamente recomendable familia personal amable explicó animales atendidos definitivamente visitaría,"['NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADV', 'VERB']","['lugar increíble', 'altamente recomendable familia personal', 'animales atendidos definitivamente']",[],0.0
18414,,Realmente disfruté visita guía informativo aprendido mucho cocodrilos,"['ADV', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'DET', 'NOUN']","['visita guía informativo', 'mucho cocodrilos']",[],0.0
18428,,Santuario visitado Realmente disfruté Visita Guía Visita informativa,"['PROPN', 'ADJ', 'ADV', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'ADJ']",['Santuario visitado Realmente disfruté Visita Guía Visita informativa'],"[{'text': 'Santuario visitado Realmente', 'label': 'LOC'}, {'text': 'Visita Guía', 'label': 'PER'}]",0.25
18442,,big crocs get good looking big like like others many,"['NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",['big crocs get good looking big like like others many'],"[{'text': 'big crocs', 'label': 'PER'}]",0.1
18449,,excursion km road experience restaurant crocodile preservation,"['NOUN', 'ADV', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",['excursion km road experience restaurant crocodile preservation'],"[{'text': 'experience', 'label': 'ORG'}, {'text': 'restaurant crocodile preservation', 'label': 'MISC'}]",0.2857142857142857
18452,,altamente lugar ayuda a la vida silvestre a rehabilitar el hábitat,"['ADV', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'VERB', 'DET', 'NOUN']","['altamente lugar', 'ayuda', 'la vida silvestre', 'el hábitat']",[],0.0
18571,,felt bad animals lions also kept small one looking,"['ADJ', 'ADV', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN']","['felt bad animals lions also kept small', 'looking']","[{'text': 'one looking', 'label': 'ORG'}]",0.1111111111111111
18604,,genial foto foto precio aprovechando,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB']","['genial foto', 'foto precio']",[],0.0
18654,,swim nice park water slides taxi ride,"['NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'VERB']","['swim', 'slides']","[{'text': 'swim nice park water slides taxi', 'label': 'MISC'}]",0.14285714285714285
18810,,much fun dolphins even encounter memorable fun hope visit,"['VERB', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ']","['fun', 'dolphins', 'encounter memorable', 'fun hope visit']","[{'text': 'much', 'label': 'MISC'}, {'text': 'hope visit', 'label': 'PER'}]",0.2222222222222222
18859,,excelentes fotos buscadas entrada pagada,"['ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']",['excelentes fotos buscadas'],[],0.0
18960,,increíble aventura delfines gran personal gran momento,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']","['increíble aventura', 'delfines gran', 'gran momento']",[],0.0
19006,,disfruté todo momento llegó momento divertido divertido divertido gran momento,"['VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'NOUN']","['todo momento', 'momento divertido', 'gran momento']","[{'text': 'llegó', 'label': 'PER'}]",0.1
19025,,experience right minutes got lot time lions dolphins,"['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN']","['experience', 'right', 'got', 'time lions dolphins']","[{'text': 'experience', 'label': 'ORG'}, {'text': 'time lions', 'label': 'ORG'}]",0.25
19032,,pretty cool expensive get photos experience photo,"['NOUN', 'PROPN', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'ADJ']","['pretty cool', 'get photos']","[{'text': 'pretty cool', 'label': 'ORG'}]",0.14285714285714285
19050,,best part cruise wonderful experience kiss,"['PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN']","['best part', 'wonderful experience', 'kiss']","[{'text': 'best', 'label': 'PER'}, {'text': 'cruise wonderful experience', 'label': 'PER'}]",0.3333333333333333
19059,,nice adventure dolphins kids enjoyed price picture expensive get,"['VERB', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'ADJ', 'PROPN']","['adventure dolphins kids', 'price picture', 'get']","[{'text': 'nice adventure', 'label': 'ORG'}, {'text': 'picture', 'label': 'MISC'}]",0.2222222222222222
19102,,amigable playa autobús hermosa olas suaves restaurante boogie palapa playa favorita,"['ADJ', 'PROPN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB']",['amigable playa autobús hermosa olas suaves restaurante boogie palapa playa'],[],0.0
19107,,place almost beach get get,"['VERB', 'PROPN', 'NOUN', 'PROPN', 'PROPN']","['almost beach', 'get get']","[{'text': 'almost beach get get', 'label': 'MISC'}]",0.2
19195,,limpia arena agua gran playa playa caminada milla,"['ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']","['limpia arena agua', 'gran playa playa caminada']",[],0.0
19203,,ocupado disfrutar del área seguro mucho jugar,"['ADJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADV', 'VERB']",['área seguro'],[],0.0
19217,,playa grandes olas boogie board alquiler sombrilla,"['NOUN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN']","['playa', 'grandes olas', 'board alquiler sombrilla']",[],0.0
