Lugar,Estrellas,Comentario,Red_Social
Rivera_Maya,5.0,coba fantastico aprovecha oportunidad explorar bicicleta experiencia agradable mientras admiras ruinas,Maps
Rivera_Maya,5.0,encanto lugar grande mejor alquilarte alli bicicleta hacerte recorrido entrada montones puedes alquilar bici guia lleva queriamos puedes subir ruinas tratemos cuidarlas,Maps
Rivera_Maya,5.0,ruinas chulas buena oportunidad hacer senderismo ruinas originales reconstruidas,Maps
Rivera_Maya,4.0,gran paseo bicicleta ver ruinas lleven repelente insectos agua perdi estrella guias pidieron 1000 pesos creo codiciosos ruinas bolsas enormes encima volveria,Maps
Rivera_Maya,1.0,idea visitar piramide subir deben saber covid cerrada puede ascender visita libre merece pena atencion cobraron acceder zona parking 130 persona luego acceso recinto 120 persona luego bicis 80 cada autentica mafia acceso van excursion incluya mas cosas ok llegar ahi coche particular merece pena,Maps
Rivera_Maya,1.0,hermoso sitio anuncio ultima piramide puede subir erroneamente parecer cerraron subida pandemia parece sitio interes reabrir verdadera lastima llegaste coche,Maps
Rivera_Maya,1.0,lugar convertio estafa autorizada empezar entrada 95 pesos dicen paginas web impuesto 100 pesos persona entrada 60 aparcar carro 95 entrar ruinas vez dentro recorrido obras calles charco lodo piramides accesibles obras curso asi solo pueden ver lejos personas intentando venderte pasaje bicicleta tiempo estresante verdad definitivamente recomiendo lugar mejores visitar,Maps
Rivera_Maya,1.0,razon visitar puede subir piramide pandemia covid,Maps
Rivera_Maya,1.0,cuidado personas custodian zona arqueologica quieren abusar visitantes cobrando 120 entrada predio persona costo inah 100 pesos argumentando arreglados gobierno obligaron pagar bajo amenaza llevarse auto llevarnos juez pura corrupcion policias coludidos verdadera pena impotencia pedi identificaciobes negaron presentarlas inah inah haz cuidamos patrimonio,Maps
Rivera_Maya,1.0,construccion partes piramides cubiertas enormes bloques azules arruinaban vista podras subir ninguna,Maps
Rivera_Maya,1.0,vale pena puedes escalar piramides,Maps
Rivera_Maya,2.0,servicio guia turistas elevado bicicletas precio accesible rentar,Maps
Rivera_Maya,2.0,ambiente puede subir asi perdida tiempo dos estrellas disfrutamos pavo agresivo entrada atacando turistas consigan bicicletas experiencia acaba rapido,Maps
Rivera_Maya,2.0,caro extenso especial ver puedes montar bicis completamente viejas aun caras alquilar gente acerca constantemente preguntarte quieres lleve llegar ultimo lugar hacer cola menos dos horas subir luego solo permiten quedarte tres minutos,Maps
Rivera_Maya,2.0,caro bonito realmente demasiado caro,Maps
Rivera_Maya,3.0,experiencia agradable ruinas coba paseo selva agradable crea atmosfera unica ruinas interesantes tan impresionantes sitios recomiendo ek balam buscas especial aun asi coba buena opcion excursion medio dia tulum especialmente disfrutas naturaleza visita relajada,Maps
Rivera_Maya,3.0,experiencia variada ruinas agradece sombra dia caluroso pueden alquilar bicicletas 80 mxn guias insisten contratarlos 1000 mxn contrario entendera bastante bien ayuda ia identificar edificios descubrir curiosidades posible subir edificios pandemia quieres subir piramide alguien ruinas recomendo ek balam,Maps
Rivera_Maya,3.0,ruinas encuentran 45 minutos tulum escondidas medio selva aun relativamente inexploradas entrada bastante economica comparacion ruinas pagamos alrededor r 15 ref 04 23 alquilamos bicicletas hicimos recorrido asi tardando aproximadamente 2 horas media cubrir toda zona medio selva paseo agradable sombreado fresco paraiso comparado sol chichen itza alberga piramide alta peninsula yucatan nohoch mul sitio particularmente impresionante vale pena visitarlo,Maps
Rivera_Maya,3.0,diseño comercial pagas 50 pesos estacionamiento luego pasar dos puertas ambas pago vez hecho llegas entrada tipo guias cobran piensan loco haces vez hecho tipo bicitaxis hacen llamar nuevo pago pasado justo piensas explorar parque aire encuentras taxis cada visitante encuentras 100 dice grita taxi taxi informacion ningun lugar parque puede ver historia guia facilmente gastas 500 600 pesos dos personas aprendes historia parecio verdadera lastima perjuicio deberia ser tan hermoso interesante,Maps
Rivera_Maya,3.0,visita ruinas coba agradable parece excepcional comparacion tulum chichen itza pagar efectivo podras subir edificios accesos sido cerrados recientemente unica ventaja lugar agreste ruinas practicamente intactas,Maps
Rivera_Maya,3.0,desafortunadamente piramide grande nohoch mul construida escalera madera arruino impresionante estructura,Maps
Rivera_Maya,3.0,decepciono despues chichen itza zona arqueologica tulum esperaba ubicacion bosque interesante igual posibilidad recorrer zona bicicletas bastante destartaladas incluso frenos bicitaxis pago supuesto realidad trata principalmente ruinas cada vez quien sabe cuanto tiempo duraran tampoco merece pena ir guia solo paneles informativos sencillos wifi esencial traductores profesionales,Maps
Rivera_Maya,3.0,entrada solo puede pagar pesos aceptan tarjetas credito puede cambiar moneda solo aceptan billetes monedas,Maps
Rivera_Maya,3.0,lugar bastante aburrido fauna aqui casi extinta mejores lugares cultura maya,Maps
Rivera_Maya,3.0,mejores chichen iza aun asi vale pena,Maps
Rivera_Maya,4.0,bien excepto unicos baños cerrados afuera hacen negocio cobrando uso wc recomiendo renta bici 80 pesos tiempo ilimitado recomiendo triciclo lugareños solo llevan piramide principal jamas vi acercaran gente ruinas lejanas costos deben considerar ejidatarios cobran 120 entrada aparte 80 vehiculo 40 motocicleta aparte recinto tal cobra 260 entrada nacionales triciclo costo ida 120 costo regreso 120 caben dos personas,Maps
Rivera_Maya,5.0,esposo disfrutamos cada minuto experiencia coba llegamos temprano abrio sitio compramos entradas entramos guias turisticos bicicletas pueden llevarte recorrer lugar deseas optamos caminar vimos monos aves exoticas animales interesantes encantaron descripciones informativas ubicadas frente cada sitio tomamos tiempo leerlas todas piramides increibles tallas piedra fascinaron,Maps
Rivera_Maya,4.0,piramide destacado puedes alquilar bicicletas supuesto 65 pesos bicicletas antiguas recorrerla simplemente caminar lugar rodeado naturaleza genial faltan señales informacion coba solo 10 descubrimiento hermoso merece pena piramide coba asombrosa alta desafortunadamente posible subirla,Maps
Rivera_Maya,5.0,lugar excelente recorrer bicicleta rentan dentro lugar lleno historia,Maps
Rivera_Maya,5.0,zona arqueologica dentro selva contacto gente maya juego pelota renta bicicletas recorrerlo calendario maya original puede subir piramide,Maps
Rivera_Maya,5.0,super grande recorrido guias bien amables personal lugar,Maps
Rivera_Maya,5.0,lugar genial visitar informacion permite subir piramide,Maps
Rivera_Maya,4.0,bonita envuelta selva acceso caminando km encontrar ruinas,Maps
Rivera_Maya,5.0,ruinas deben dejar visitar va poca gente bonitas lugar lleno arboles ahi dejan subir piramide principal escalones vista espectacular ahi arriba cenote cerca ir refrescarse,Maps
Rivera_Maya,5.0,mejor visita ruinas mexico llegamos temprano evitar calor entramos justo abrian solo docena personas alquilamos bicicletas recorrimos toda zona practicamente solos magico recorrer selva sombria caminos tan antiguos sentimos experiencia parecia sintio hace cientos años habitantes aun vivian alli paz inmensa estructuras separadas duda mejor manera disfrutarlas bicicleta,Maps
Rivera_Maya,5.0,llegar tiempo caminas defecto rentar bici caminos super bonitos llenos arboles buen trayecto piramides bonitas domingo gratis nacionales,Maps
Rivera_Maya,5.0,ruinas preciosas restaurando piramide principal asi aun puede subir paseo bicicleta selva parte favorita,Maps
Rivera_Maya,5.0,bonita experiencia disfruta mejor renta bicicleta,Maps
Rivera_Maya,5.0,siempre maravilloso visitar ruinas pais antepasados majestuosas construcciones q creer pensar tratar cuestionarse hizo solo q sentir vibra magia lugar cientos años atras gran civilizacion domino ciencia astronomia muchas cosas hoy podido saber como hicieron,Maps
Rivera_Maya,5.0,aventura tan divertida consejo contrates guia bicicleta simplemente camina disfrutaras muchisimo,Maps
Rivera_Maya,5.0,increible lugar pega poder ascender piramide,Maps
Rivera_Maya,5.0,lugar increible recomiendo ir bicicleta,Maps
Rivera_Maya,5.0,encanta servicio prestamo bicicletas ruinas hermosas disfruta selva lleven efectivo taquilla aceptan tarjetas señal mala luego tardan registrar pago,Maps
Rivera_Maya,5.0,hermosa zona arqueologica podrias considerar alquilar bicicleta paseo triciclo hicimos zona extensa visitar,Maps
Rivera_Maya,5.0,ruinas realmente interesantes estructuras extienden extensa area pueden alquilar bicicletas contratar taxi maya lleva recorrerlas puede subir parcialmente estructuras incluso atravesar tunel terreno relativamente plano arboles dan sombra mucha gente abarrotado opcion economica chichen itza guias disponibles pueden contratar opcionalmente,Maps
Rivera_Maya,5.0,encanto caminata jungla llegas temprano necesario rentar bicicletas tomar taxis caminata puede ser larga bella platicar parece taxi cobran 100 pesos pregunte bicis tampoco pregunte guia privado parece guia cuesta alrededor 75 dolares 45 minutos explicacion parece interesante igual creo posible leer explicacion alguna aplicacion tenerla audio mientras camina jungla obvserva,Maps
Rivera_Maya,5.0,sencillamente espectacular recomendable 100 guias explicando solo vimos tortugas muchas aves grandes aunque intento ver cocodrilos delfines pudo ser naturaleza ahi veamos capricho aunque capitanes lancheras hicieron imposible verlos dando vueltas vueltas laguna mar barcas lancheras grupos reducidos 6 personas facil seguir camina vas casi tiempo barca despues vas comer restaurante tipico zona biosfera parajes impresionantes 3 hicimos empresa opcion premium botellitas agua tour,Maps
Rivera_Maya,1.0,intente explorar aqui bicicleta recorri 11 km puede llamar andar bicicleta hagas absolutamente terrible camino ridiculamente malo ver camino privado tierra pagar propiedad privada bordea ambos lados interrupcion asi puedes ir izquierda hacia mar derecha hacia laguna farsa ningun tour planeado queria hacerlo pense sitio patrimonio mundial unesco parque nacional deberia ser encantador hazte favor menos haciendo actividad paga completa perdida tiempo ver descuidado descuidado desperdiciado area mexico señales privadas pasar basura plastica flota costa cero mantenimiento torre ecologica museo cerrados punto acceder mar basura flotante kilometros menos mal traje familia dar paseo puede llamar asi baches inevitables camino tierra 45 minutos 11 km coche 30 minutos vergüenza solo 45 minutos ritmo rapido camino permitia bicicleta normal yendo solo rapido posible 20 minutos dijeron llegaria puente haciendo tarde guardia seguridad emily s dijo mosquitos comerian vivo emily s amabilidad dejarme saltar agua chapuzon rapido pagar muchas gracias tan decepcionado palabras podian hacer senderos hacia laguna mar propiedad privada pagar ver arreglar camino bien solo andar broma desperdicio tierra mar potencialmente hermosos,Maps
Rivera_Maya,5.0,sian ka an increible area protegida belleza natural increible gran variedad flora fauna 26 enero 2026 hice excursion dia completo mexico kan eco tours tulum recorrimos camioneta camino playa luego convirtio camino terraceria baches parando finalmente punto partida barco navegamos amplias lagunas estrechos canales manglares humedales primero vimos dos parejas delfines jugando agua nadando alrededor barco genial primera vez veia delfines verlos habitat natural increible despues navegamos isla pajaros abundan diversas especies aves vimos preciosa espatula rosada fragatas buitres negros pelicanos arboles isla sobrevolando despues hacer snorkel oceano ver enorme tortuga peces barracuda disfrutamos almuerzo pequeño pueblo pesquero punta allen aqui vimos cocodrilo enorme orilla barcos atracados tan cerca genial alli navegamos vuelta punto partida regreso guia vio manaties detuvimos observarlos rato solo veian narices asomando tomar aire vimos silueta enorme manati nadando junto barco increible ver especie hace vimos cocodrilo durmiendo borde manglares canales agua increible explorar aunque pequeña parte bioreserva sian ka an criaturas marinas pudimos ver gran parte area protegida solo accesible cientificos biologos duda recomiendo visitar lugar amantes naturaleza fotografia mexico kan fantastico centran ecoturismo sostenibilidad amplio conocimiento bioreserva especies habitan,Maps
Rivera_Maya,5.0,lugar increible experimentar naturaleza puro reserva biosfera sian ka an repleta fauna diversa lagunas pristinas playas virgenes recomienda paseo barco manglares menudo pueden avistar delfines tortugas diferentes especies aves agua cristalina paisaje impresionante recomienda visitarla visita guiada apreciar plenamente importancia ecologica cultural zona visita obligada amantes naturaleza fotografia,Maps
Rivera_Maya,5.0,contratamos excursion recorrer lancha reserva bisofera sian ka an mejores excursiones viaje excursion lancha rapida conseguimos ver cocodrilos mas adelante llegamos isla repleta aves salimos mar abierto vimos delfines tortugas mar lugar bonito lancha 6 personas,Maps
Rivera_Maya,5.0,hermoso hicimos tour kayak atardecer sian ka an pudimos observar vida silvestre accion experiencia serena,Maps
Rivera_Maya,5.0,absolutamente increible puerta cielo nombre indica parte quiere compartir lugar miedo turismo dañe belleza pristina investigan leen vayan recomiendo muchisimo agua cristalina incluso cristalina rios suizos flotar canales bien suave corriente agua rio tranquilo profundamente relajante surrealista permite usar protector solar proteger fragil ecosistema respeto profundamente favor serio orinen agua usen protector solar toquen arboles hagan pueda dañar entorno natural dicho fundamental ir guia adecuado guia explico multiples puntos entrada paisaje condiciones carretera varian drasticamente segun ruta solo 3 minutos viaje baches llegamos 30 minutos guia confirmo visto youtube ruta equivocada puede significar ir 3 km h 3 horas solo terminar lugar contaminado basura plastico mencionan reseñas negativas ruta tomamos agua absolutamente cristalina mucha vida silvestre aparte aves peces vimos delfines manaties flamencos embargo oido rutas centran observacion fauna prioridad resumen informate bien elige bien guia ruta marca diferencia,Maps
Rivera_Maya,5.0,conocido nopalitos entrada 300 persona mascotas 100 asador 200 entrada incluye mesa sillas hamacas amenidades puedes llevar alimentos bebidas adentro venden snack regulares limpio bonito tranquilo agradable pasarla familia pareja,Maps
Rivera_Maya,5.0,simplemente increible experiencia memorable acompañara toda vida agradecida sabio amable guia manuel omar condujo lancha tan conectado entorno gran armonia hizo tour particularmente especial comunidad sian ka an haciendo trabajo asombroso honrar apreciar rica diversidad naturaleza magia lugar profundo respeto hicieron posible experiencia mejores comidas probe tulum aqui lodge preparadas cariño chef equipo ingredientes locales tradicionales deliciosas navegar canal pura paz tranquilidad vida silvestre abundan lugar maravilloso verdadero regalo gracias nota visitantes favor usen protector solar natural repelente mosquitos cuidar preservar delicados ecosistemas,Maps
Rivera_Maya,2.0,verdad mejor clima apreciar belleza buena orientacion ingreso caminos malo duracion recorrido acertada 3 horas punta allen remarcable ver descomunal cantidad basura triste siendo reserva,Maps
Rivera_Maya,5.0,lugar precioso hacer recorrido barco lagunas ver manaties cocodrilos diferentes aves vistas espectaculares,Maps
Rivera_Maya,5.0,reserva enorme disfrutamos muchisimo viaje observamos aves vimos espatulas rosadas primera vez preciosas pudimos ver ruinas mejor flotar aguas cristalinas frescas canal maya suerte pudimos avistar manati rapido asi vimos mucha claridad,Maps
Rivera_Maya,5.0,experiencia unica nota permite protector solar telefono plastico 1000 pesos 100 estacionar ubicacion tan increible busca cruz mejor guia disfruta,Maps
Rivera_Maya,5.0,experiencia increible alojabamos playa carmen transporte llevo hora valio totalmente pena manuel guia excepcional hablaba tres idiomas cambiaba total fluidez asi respondio todas preguntas pequeñas suerte ver tres manaties cocodrilos jamas olvidaremos tranquilo paseo balsa rio experiencia inolvidable,Maps
Rivera_Maya,4.0,laguna paseo lancha bello vale pena recorrido recomiendo romy general camino auto malas condiciones playas descuidadas basura ojala cuidada biosfera,Maps
Rivera_Maya,5.0,reserva natural dificil acceso solo botes borda sitio espectacular,Maps
Rivera_Maya,5.0,lugar increible hermoso viaje punto recogida conocimos capitanes infierno recorrimos 10 km camino rocoso selva llevo alrededor hora valio pena,Maps
Rivera_Maya,3.0,excursion vez alli gusto valoro 3 estrellas camino horrible solo camino excursion volveria repetir casi tres horas camioneta vas dando tumbos casi vas chocando techo aun asi vez llegas lugar merece pena lugar bonito favor saben sitio tan concurrido hacer mejor acceso,Maps
Rivera_Maya,3.0,increible exceso basura reserva aventura llegar punta allen camino terraceria señal asi lleven snacks agua tiempos lluvia ocupa 4x4,Maps
Rivera_Maya,1.0,dice reserva natural mexico cobran mexicanos siquiera aceptan efectivo solo pagos tarjeta señal solo entran gratis viven tulum mostrando ine cobran 200 persona entrar axum lugar siquiera pavimentado deberia cobrar debido tierra mexicano gobernado extranjero decepcion tristeza politica manejo suelo mexicano,Maps
Rivera_Maya,5.0,absolutamente maravilloso recomendable amantes naturaleza fantastico ver biodiversidad zona unico inconveniente hoteles construido justo puertas pena parque puede hacer respecto recomiendo encarecidamente sayab trip recorrer zona,Maps
Rivera_Maya,2.0,merece pena ir tramo coge tulum cobran 100 pesos recorrer tramo 14 km lleno baches 45 minutos haces llaman masaje maya llegar puente ves manglar punto bonito cabo km ves entrada playa tampoco puedes bañar cantidad basura impresionante camino playa tanta parte alma pueden dejar tan dejado animales zona vimos pocos abren basuras esparcen lados junto resto personas esparcido cuenta pena,Maps
Rivera_Maya,2.0,vienes tulum carretera 15 vale pena entrada cuesta 215 pesos mexicanos persona arco maya mapa unico acceso publico playa encontramos 4 km literalmente lleno basura da mucha pena verlo bañaria ahi resto playa cercada propiedad privada reserva natural asi tulum menos 14 km selva preciosa vistas mar laguna llegar puente vista impresionante laguna solo interesante minutos vale pena largo viaje camino terraceria desafortunadamente senderos maneras acceder laguna seguro increible tour solo llegas coche decepcionada como reserva sido privatizada ensuciada convertida inaccesible incluso visitantes pagan,Maps
Rivera_Maya,5.0,recorrido bonito siempre guste naturaleza recomiendo aproximadamente camino laguna 1 30 absolutamente camino terraceria pagas entrada 61 persona mitad camino encontramos pequeño lugar comer llama beach emilys unico lugar encontraras meterte playa comer darte regaderazo pasar sanitario solo aventureros,Maps
Rivera_Maya,5.0,lugar debe visitar experiencia excelente saludamos delfines tortugas verde buenisima comida punta allen llevarse bolsa ir recogiendo basura traen corrientes huracanes,Maps
Rivera_Maya,1.0,solo excursion primeros 30 km carisima playas carreteras llenas basura carreteras mal perdida tiempo dinero recorrer 30 km tomo 2 horas viaje completo tomaria 4 horas ida 4 vuelta,Maps
Rivera_Maya,1.0,experiencia mala sentimos estafados reserva descuido total verdadera estafa bien ingreso mencionan camino bueno deberian impedir paso directamente vehiculos intransitable venden destino sugerencia recomendada directamente opcion pasar dia turistico agradable,Maps
Rivera_Maya,5.0,lugar precioso naturaleza extraordinaria animales alegres reservamos tour tulum 100 dolares incluia paseo barco laguna avistamiento delfines tortugas snorkel genial ofrecieron comida bebida guia bueno dia agradable recomiendo visitar lugar aqui,Maps
Rivera_Maya,5.0,gusto muchisimo excursion volveria repetir duda suerte pudimos ver muchas especies animales libertad dia fantastico ademas guia nikita llevo comer restaurante local punta allen comi mejor pure patatas historia llevo conocer aldeanos hacian aceite coco natural vendian buen precio recomiendo 100 fascina naturaleza fauna,Maps
Rivera_Maya,2.0,reserva opinion encontrada paseo bien lugar hermoso playa paradisiaca lindos colores arena blanca olas tenues agua calida etx experiencia llegar encontrar lugar instalarse terrible camino lleno hoyos ve lleva años mantenimiento atencion mismo camino via circulan camiones repartidores colectivos taxis autos motos bicicletas peatones turistas perros imaginen desastre solo lugar puedas pasar playa traves hoteles restaurantes clubes playa pueden costar antoje hippy chic extranjero cualquier estacionamiento cuesta 200 400 dia ademas pagues acceso mar consumo ningun orden interese ponerlo permite locales aprovechen situacion playa bonita permitido saturacion costera punto poder disfrutar playa asi sencillamente hoteles tiendas restaurantes bien estilizados boho hippie chic tropicalizado cobrar mas caro apariencias final igual vale parece pena transformado tulum reserva,Maps
Rivera_Maya,2.0,2 5 estrellas reseña contradictoria guia capitan increible atendio maravilla hizo posible mostrarnos animales marinos laguna vimos manati raya muchas aves cenote subterraneo aprendimos monton datos interesantes rio flotante medio manglar increible unicos alli general lugar precioso recomiendo visitarlo lastima toda basura plastica llega playa demas preciosa entendia enseñan turistas guia explico basura viene isla cozumel llega lado recogen simplemente dejan ahi manteniendo imagen reserva ecologica protegida biosfera siquiera baños deberia haber leyes estrictas respecto basura contaminacion yucatan solo tulum ejemplo permiten botellas plastico necesario detener constante desarrollo construccion complejos turisticos hoteles camino conduce ruinas mayas sian kaan lleno zonas construccion medio terminar nunca debieron haber permitido cozumel riviera maya convirtieran foco turistico hoy,Maps
Rivera_Maya,5.0,lugar alucinante lleno flora fauna llegar mejor coger excursion verdad camino bastante malo mejor coger excursion barca tulum asi ahorras masaje maya dicen unici malo sitio caro entrada reserva oportunidad dudeis visitarlo,Maps
Rivera_Maya,1.0,vale pena perdimos dia camino horrible llegamos casi fari 1 30hs llegar pueblo pescadores mundo camino pesadilla hoyos hacen doler espalda baja encontrar puedes ver lugar tulun dia perdido todas maneras decides ir contrata tour darte pique auto playa luego puente llena basura sacamos fotos bonita general dejan mucha basura lugar vimos 1 cocodrilo,Maps
Rivera_Maya,5.0,lugar rico flora fauna paisajes ensueño extenso puedes pasear lancha nadar hacer caminata explorar unico camino llovido necesitas buen vehiculo amaras,Maps
Rivera_Maya,2.0,cobran ingreso supuesta proteccion reserva caminos pueden peores condiciones basura playas increible podes hacer avistaje ojotas botellas cualquier lugar lamentablemente va llamar atencion lugar basura cuidado parte ingreso playas lagunas excasa practicamente re corrido km km vegetacion camino necesitas dia llegar punta recomiendo absoluto,Maps
Rivera_Maya,4.0,increible reserva natural gran abundancia vida silvestre incluyendo manaties delfines cocodrilos muchas especies aves aves presentes estacion seca visitamos fragatas garzas aguilas pescadoras espatulas rosadas anidando momento fauna incluye supuesto manglares rojos negros plantas aereas orquideas bananeras flor aun asi interesantes visita obligada aunque tours caros alrededor 150 usd persona disfruta guia teoria contar guia significaria tour ecologico causaria menos estres animales desafortunadamente existe tendencia barqueros rodeen animales duda causa estres suerte ahora mismo numero limitado barcos veces llegan vez ocasiones quise bajarme darles espacio animales gobierno mexicano necesita mayor supervision mediante presencia guardaparques frenar comportamientos menos deseables situacion descontrole aun,Maps
Rivera_Maya,5.0,hermoso lugar especies endemicas pajaros tortugas cocodrilos delfines playa unica mejor zona alquilas paseo lancha paseo lleva 3 horas ves animales mencionados ademas snorkeleas arrecife podras nadar alberca natural paseo lancha cuesta 3000 pesos bote considera entrada reserva 104 pesos persona complicado llegar trayecto 60 km hace lapso 2 3 horas trafico problema lleno hoyos terraceria recomiendo llegar camioneta 4x4 coches standard corren peligro trafico hacen 4 horas ida 4 regreso punta allen solo electricidad bloques 3 horas internet limitado señal celular debil nula comida local ofrece pescado recien sacado mar recuerda llegar temprano traer suficiente efectivo,Maps
Rivera_Maya,5.0,lugar increible simplemente increible plan gestion turistica brillante crucemos dedos cambie pepe guia increible informado entusiasmo cautivador encantaria volver dentro 20 años ver cambios,Maps
Rivera_Maya,5.0,hola queria dejarles comentario vale pena tomen dia menos hacer excursion hace trayecto camino luego pasar reserva lado tulum luego 2 trayectos lanchas lagunas increibles ves delfines tortugas marinas cocodrilos llegar rojo pueblito pescadores podes acampar dan ganas paisaje hermoso novedoso segunda visita hermoso pais mexico puede hacer camino tierra llevaria muchisimo tiempo camino permite ir velocidad hecho hacerlo cuidado,Maps
Rivera_Maya,1.0,quieres ir coche moto perdida tiempo suspension coche dinero cobran entrar lugar interesante despues 15 km llegas playa llena basura camino dos tres restaurantes feos pagar incluso entrar 15 km playa villas privadas escondidas detras grandes puertas carretera mundo vale 1 peso vayas alli,Maps
Rivera_Maya,5.0,darle 10 estrellas haria experiencia increible guias turisticos fenomenales recomiendo encarecidamente,Maps
Rivera_Maya,1.0,reserva natural dificil visitar toman tours lancha carisimos precio subido probablemente falta competencia decidimos tomar carretera bordea laguna ir punta allen carretera buen primeros kilometros despues vuelve irregular casi toda costa privada entendiamos como posible supone reserva natural debe preservada dicen cada vez pagas entrada suerte puente pudimos ver cocodrilos disfrutar vista laguna peor fin llegamos playa llena basura asi toda reserva natural deberian hacer toda basura debe venir tulum junto mar urgente encarguen,Maps
Rivera_Maya,5.0,reserva biosfera sian kaan mayor area protegida caribe mexicano naturaleza puro principales lagunas reserva muyil sunyaxche boca paila aun mantiene canal antiguo bajo calado construido mayas epoca prehispanica salida hacia mar visitamos dos tres lagunas importantes muyil sunyaxche hicimos excursion barca guia local toda experiencia flotacion canales,Maps
Rivera_Maya,4.0,bonita piscina natural puedes meterte nadar 50 metros adentro mar unico malo camino descuidado playas basura,Maps
Rivera_Maya,5.0,tour imprescindible tulum reservamos mexico kan tours alundra niko atendieron maravilla,Maps
Rivera_Maya,1.0,puedes evitarlo entrada cuesta 100 pesos carretera mal practicamente cerrada ambos sitios privado playas naturaleza llenas plastico creo hermosa naturaleza mexico punto desaparecer triste ver puede comprar supermercados extrañar ademas mayoria gente solo piensa ganancias preocupa naturaleza,Maps
Rivera_Maya,5.0,espectacular ninguna foto puede hacerle justicia montañas viaje teleferico aunque corto experiencia increible vistas espectaculares,Maps
Rivera_Maya,1.0,experiencia decepcionante dinero gastado desperdicio,Maps
Rivera_Maya,5.0,bello lado mar lado laguna atravesar puente topamos pelicanos cocodrilo encontramos acceso playa q gente,Maps
Rivera_Maya,5.0,maravilloso lugar observar diferentes animales disfrutar manglares espectacular agua punta allen,Maps
Rivera_Maya,5.0,hicimos recorrido costero tulum punta allen camino lleno baches hicimos jeep pequeño 4x4 tardamos 3 horas llegar duda viaje genial parar ver playas camino ademas punta allen preciosa contratamos tour barco 3 horas 3000 pesos capacidad 6 personas hicimos dia duda recomiendo viaje,Maps
Rivera_Maya,5.0,inolvidable expedicion vimos delfines tortugas arrecife aves caimanes oportunidad verlos demasiado efimero vale pena visitar lugar costo 3000 lancha dura aproximadamente 1 hora viaje camino tulum punta allen horrible llegar jeep 4x4,Maps
Rivera_Maya,5.0,lejos playa mas bonita fuimos mexico es paraiso ps ayer perro blanco delgado lleno puas puercoespin boca parecia asustado mientras intentamos acercarnos ayudar ofrecerle comida corrio hacia bosque podrias llamar veterinario cerca quiosco primera playa aprox 3 km despues entrada,Maps
Rivera_Maya,5.0,hermoso lugar palabras aquellos amantes plan tranquilo relajante hacer reservacion poder hacer recorrido dos opciones duracion 2 horas aprox 4 horas super importante usen bloqueador biodegradable caso hacer caso dejaran hacer actividad cuestion precio depende cotices,Maps
Rivera_Maya,4.0,lugar mucha naturaleza medio selva rivera mexicana visitado falta promocion parece cuenta servicios sanitarios duchas piscina venden productos cervezas cosas picar zancudos pican bastante llevar buen repelente cuenta senderos caminar señal internet bajita bueno desconectarte mundo exterior,Maps
Rivera_Maya,1.0,entramos tulum tipo pidio 250 pesos persona camino desastre tardamos 40 minutos recorrer 1 6 km solo llegar playa sucia llena basura intentare ir muyil proxima vez espero funcione hagan hagan pasen tulum,Maps
Rivera_Maya,5.0,lejos viaje favorito esposa hecho mexico ahora vamos alrededor 10 dia increible aprendemos vida silvestre lugar verlos propio habitat haremos nuevo regresemos puedo esperar,Maps
Rivera_Maya,5.0,paraiso natural peninsula llevate basurita juntos cuidemos disfrutemos hermoso paraiso natural,Maps
Rivera_Maya,3.0,lugar unico entramos camino terraceria final zona hotelera tulum entrada cuesta 110 pesos solo puede pagar tarjeta credito viaje punta allen largo caminos mal reserva biosfera desafortunadamente nadie cuida lugar lleno basura quieres sentarte playa sientas basura todas partes visto ningun guardabosques vigilandola,Maps
Rivera_Maya,5.0,lugar increible definitivamente vayan guia podran entrar agua paisaje naturaleza impresionantes lugareños trabajan barcos buenos respetan naturaleza,Maps
Rivera_Maya,5.0,principios mayo hicimos tour biosfera pasamos genial reservamos traves pagina web oficial biosfera sian kaan mejor flotar estilo rio lento aguas cristalinas antiguos canales mayas,Maps
Rivera_Maya,5.0,lugar belleza impresionante reserve excursion dia 150 casi barato puede conseguir tulum traves itour maximo 6 personas guia mucha experiencia conocimiento encanta oceano fauna visita obligada,Maps
Rivera_Maya,5.0,experiencia increible ultimo dia playas preciosas camino encantaria volver descubrir zona intente volver dos años despues septiembre llovido ultimamente baches terribles asi pudimos entrar,Maps
Rivera_Maya,5.0,dos lados biosfera necesitan dos tours separados completarla solo hicimos tour lado humedal mejor hicimos tulum flotamos rio tranquilo construido mayas dentro humedal rio cristalino peces pequeños vimos cangrejos azules experiencia flotar especial casi meditar mucha tranquilidad zona solo escucha agua aves recomiendo muchisimo fotos hacen justicia embargo quieres ver tortugas marinas delfines hacer tour,Maps
Rivera_Maya,3.0,lugar hermoso lado negro parece nadie quiere verlo peor responsables hacen cargo segun dinero cobra entrar reserva darle mantenimiento muchisima basura playas carretera afuera hoteles pido sumen denunciar tipo problemas gobierno interfiera puede ir limpiando mismos hoteles pobladores podrian hacer campaña limpieza juntos lograr diferencia deberian darle mantenimiento camino terraceria decian pobladores unicamente hacen vez año,Maps
