place_name,place_category,rating,review_date,review_text,city_target,
Mercado de artesanías del Malecón,mercado,5,20/08/2023,"Excelente visita a Mercado de artesanías del Malecón. Vale la pena caminarlo con calma. Además, en general, el tema del servicio me dejó muy buena impresión. Fuimos con niños por la mañana. Hay buenos puntos para tomar fotos. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mercado de artesanías del Malecón,mercado,5,14/06/2025,"De lo mejor del viaje fue Mercado de artesanías del Malecón. Hay mucha variedad para curiosear. Además, para mí, el tema de la vista estuvo muy bien. Fuimos con mis papás un domingo. Llegamos al atardecer y la luz ayudó muchísimo. Sí regresaría. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,1,30/09/2024,"Salí muy inconforme de Galería de arte local. Esperaba encontrar algo más memorable. Encima, el tema de la organización necesita mejorar. Fuimos con amigos en vacaciones. Entre semana se siente mucho más llevadero. Hay mejores opciones en la zona. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,5,28/11/2025,"Me encantó Restaurante frente al mar en Marina. El sabor estuvo por encima de lo esperado. Además, la verdad, el tema del servicio estuvo muy bien. Fuimos en familia por la mañana. Nos movimos a pie sin complicarnos. Es una parada muy recomendable. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,4,05/04/2024,"En general nos fue bien en Resort frente a la playa. Las áreas comunes se veían cuidadas. Además, para mí, el tema de la atención destacó bastante. Fuimos en plan tranquilo de noche. Fuimos temprano y se disfrutó más. Definitivamente volvería. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,5,09/08/2025,"Una gran sorpresa fue Tour en cuatrimoto. No se sintió apresurado. Además, para mí, el tema del ambiente superó lo esperado. Fuimos en pareja entre semana. Con calor fuerte conviene llevar agua y bloqueador. Vale mucho la pena. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Marina Vallarta,paseo,5,20/02/2026,"De lo mejor del viaje fue Marina Vallarta. La vista acompaña todo el recorrido. Además, la verdad, el tema de la atención superó lo esperado. Fuimos en pareja en vacaciones. Conviene ir con tiempo y sin prisa. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Playa Camarones,playa,5,14/07/2024,"Quedé fascinado con Playa Camarones. La arena estaba mejor de lo que esperaba. Además, en general, el tema de la vista estuvo muy bien. Fuimos con amigos al atardecer. Conviene ir con tiempo y sin prisa. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,2,12/05/2023,"Centro Histórico no me terminó de convencer. No lo disfruté tanto como esperaba. Encima, el tema del mantenimiento fue lo más flojo. Fuimos con niños al atardecer. Conviene ir con tiempo y sin prisa. No volvería así como está. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Tour a Yelapa,tour,3,08/07/2024,"Mi visita a Tour a Yelapa estuvo bien, sin más. La idea del tour es buena, pero le faltan detalles. Lo mejor fue la vista, pero el tema del mantenimiento bajó bastante la experiencia. Fuimos solo al mediodía. Con calor fuerte conviene llevar agua y bloqueador. Puede gustarte más si eliges bien la hora. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,5,13/09/2023,"Una gran sorpresa fue Avistamiento de ballenas. No se sintió apresurado. Además, la verdad, el tema de la atención me dejó muy buena impresión. Fuimos en plan tranquilo entre semana. Fuimos temprano y se disfrutó más. Lo volvería a incluir en otro viaje. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Galería del Centro,galería,4,04/04/2024,"En general nos fue bien en Galería del Centro. El espacio está bien montado. Además, en general, el tema de la organización destacó bastante. Fuimos solo un domingo. Entre semana se siente mucho más llevadero. Vale mucho la pena. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Mercado Municipal Río Cuale,mercado,5,08/02/2025,"Excelente visita a Mercado Municipal Río Cuale. Me gustó la mezcla de puestos y colores. Además, para mí, el tema de la vista fue de lo mejor. Fuimos con amigos en vacaciones. En temporada alta imagino que cambia bastante. Lo volvería a incluir en otro viaje. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Hotel boutique en Zona Romántica,hotel,3,26/08/2023,"Ir a Hotel boutique en Zona Romántica cumplió, aunque esperaba un poco más. Cumple para dormir, pero no destaca. Lo mejor fue la tranquilidad, pero el tema de la organización dejó mucho que desear. Fuimos en familia un domingo. Nos movimos a pie sin complicarnos. Tiene potencial si cuidan algunos detalles. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Playa Camarones,playa,4,22/07/2025,"Salimos contentos de Playa Camarones. Se podía pasar un buen rato sin prisa. Además, la verdad, el tema de la tranquilidad estuvo muy bien. Fuimos con mis papás entre semana. El clima nos tocó a favor y eso mejoró todo. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Parque Lázaro Cárdenas,parque,5,18/04/2024,"Me encantó Parque Lázaro Cárdenas. Se siente relajado para caminar. Además, para mí, el tema de la limpieza me dejó muy buena impresión. Fuimos en plan tranquilo por la mañana. Conviene ir con tiempo y sin prisa. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,5,22/02/2026,"Excelente visita a Avistamiento de ballenas. La actividad estuvo muy bien llevada. Además, la verdad, el tema de la relación calidad-precio marcó una diferencia positiva. Fuimos con mis papás por la mañana. Nos movimos a pie sin complicarnos. Definitivamente volvería. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Playa Mismaloya,playa,5,15/03/2026,"De lo mejor del viaje fue Playa Mismaloya. El agua estaba agradable. Además, la verdad, el tema de la relación calidad-precio superó lo esperado. Fuimos con mis papás entre semana. En temporada alta imagino que cambia bastante. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,4,27/07/2023,"Salimos contentos de Galería de arte local. Fue una parada cultural muy disfrutable. Además, honestamente, el tema del ambiente me dejó muy buena impresión. Fuimos solo de noche. Entre semana se siente mucho más llevadero. Es una parada muy recomendable. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,4,07/05/2023,"Salimos contentos de Paseo en lancha al atardecer. El recorrido estuvo bien armado. Además, honestamente, el tema de la organización me dejó muy buena impresión. Fuimos en familia entre semana. El clima nos tocó a favor y eso mejoró todo. Lo recomiendo sin problema. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Playa Los Muertos,playa,5,25/01/2023,"Me encantó Playa Los Muertos. Nos tocó una playa bastante disfrutable. Además, la verdad, el tema de la relación calidad-precio estuvo muy bien. Fuimos en pareja un domingo. Conviene ir con tiempo y sin prisa. Lo recomiendo sin problema. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,5,26/01/2023,"Volvería sin pensarlo a Mirador de la Cruz. Las fotos salen increíbles. Además, honestamente, el tema de la limpieza fue de lo mejor. Fuimos solo de noche. Entre semana se siente mucho más llevadero. Me quedé con ganas de repetir. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Parque Lázaro Cárdenas,parque,4,20/06/2024,"Valió la pena conocer Parque Lázaro Cárdenas. Se siente relajado para caminar. Además, la verdad, el tema de la organización destacó bastante. Fuimos en pareja un domingo. Nos movimos a pie sin complicarnos. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,4,11/02/2023,"Muy buena experiencia en Paseo en lancha al atardecer. La logística salió mejor de lo esperado. Además, la verdad, el tema de la limpieza marcó una diferencia positiva. Fuimos solo en vacaciones. Conviene ir con tiempo y sin prisa. Lo volvería a incluir en otro viaje. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Playa Camarones,playa,4,20/01/2026,"Nos gustó bastante Playa Camarones. La vista de la bahía se disfruta muchísimo. Además, en general, el tema de la experiencia general destacó bastante. Fuimos con amigos de noche. La zona alrededor tiene bastante movimiento. Definitivamente volvería. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,1,17/05/2023,"Fue una decepción total visitar Galería de arte local. La visita se me hizo bastante plana. Encima, el tema del tiempo de espera necesita mejorar. Fuimos en pareja por la mañana. Conviene ir con tiempo y sin prisa. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Bar con terraza en el Malecón,bar,4,27/02/2023,"En general nos fue bien en Bar con terraza en el Malecón. La música acompañó sin molestar. Además, en general, el tema de la organización estuvo muy bien. Fuimos solo de noche. La zona alrededor tiene bastante movimiento. Lo recomiendo sin problema. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Los Arcos de Mismaloya,tour,2,21/06/2025,"La visita a Los Arcos de Mismaloya me dejó dudas. Parecía que nadie coordinaba bien la actividad. Encima, el tema de la atención dejó mucho que desear. Fuimos con amigos entre semana. Conviene ir con tiempo y sin prisa. No sentí que el costo o el tiempo se justificaran. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,1,29/08/2024,"Fue una decepción total visitar Tour en cuatrimoto. Terminó siendo más cansado que disfrutable. Encima, el tema del mantenimiento fue lo más flojo. Fuimos con mis papás al atardecer. Hay buenos puntos para tomar fotos. Yo me lo saltaría la próxima vez. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Café del centro,café,5,11/04/2023,"Quedé fascinado con Café del centro. El ambiente invita a quedarse. Además, en general, el tema de la vista destacó bastante. Fuimos en familia un domingo. Con calor fuerte conviene llevar agua y bloqueador. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,5,18/10/2023,"Una gran sorpresa fue Playa Conchas Chinas. El agua estaba agradable. Además, para mí, el tema del servicio destacó bastante. Fuimos en pareja al mediodía. El clima nos tocó a favor y eso mejoró todo. Lo volvería a incluir en otro viaje. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,5,12/04/2023,"De lo mejor del viaje fue Resort frente a la playa. Dormimos muy bien. Además, en general, el tema de la organización marcó una diferencia positiva. Fuimos en pareja al mediodía. Entre semana se siente mucho más llevadero. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,5,26/06/2024,"Volvería sin pensarlo a Galería de arte local. Fue una parada cultural muy disfrutable. Además, para mí, el tema de la experiencia general marcó una diferencia positiva. Fuimos en familia en vacaciones. Llegamos al atardecer y la luz ayudó muchísimo. Sí regresaría. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Playa Gemelas,playa,4,05/03/2023,"Muy buena experiencia en Playa Gemelas. La vista de la bahía se disfruta muchísimo. Además, en general, el tema de la relación calidad-precio fue de lo mejor. Fuimos con niños al atardecer. Nos movimos a pie sin complicarnos. Sí regresaría. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,3,27/05/2023,"Ir a Mismaloya cumplió, aunque esperaba un poco más. Se deja disfrutar, pero con expectativas moderadas. Lo mejor fue la experiencia general, pero el tema de la atención bajó bastante la experiencia. Fuimos solo en vacaciones. En temporada alta imagino que cambia bastante. Está bien para conocerlo una vez. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Parque Lázaro Cárdenas,parque,4,24/03/2025,"Buena visita a Parque Lázaro Cárdenas. Se siente relajado para caminar. Además, en general, el tema de la vista superó lo esperado. Fuimos solo en vacaciones. Hay buenos puntos para tomar fotos. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,4,29/01/2025,"En general nos fue bien en Excursión a las cascadas. El recorrido estuvo bien armado. Además, para mí, el tema de la vista marcó una diferencia positiva. Fuimos solo de noche. Fuimos temprano y se disfrutó más. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,4,25/02/2026,"En general nos fue bien en Avistamiento de ballenas. El guía explicó todo con claridad. Además, la verdad, el tema de la relación calidad-precio me dejó muy buena impresión. Fuimos en plan tranquilo entre semana. Hay buenos puntos para tomar fotos. Me quedé con ganas de repetir. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,1,01/09/2023,"Salí muy inconforme de Playa Conchas Chinas. No me tocó la parte más cuidada. Encima, el tema del tiempo de espera necesita mejorar. Fuimos en plan tranquilo por la mañana. La zona alrededor tiene bastante movimiento. Hay mejores opciones en la zona. La fama del lugar me hizo esperar bastante más.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,5,24/11/2023,"Quedé fascinado con Sendero a Boca de Tomatlán. Fue una buena mezcla de ejercicio y paisaje. Además, honestamente, el tema de la limpieza destacó bastante. Fuimos con amigos al atardecer. Fuimos temprano y se disfrutó más. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,3,26/09/2024,"Pasar por Resort frente a la playa tuvo cosas buenas y otras mejorables. Cumple para dormir, pero no destaca. Lo mejor fue la tranquilidad, pero el tema de la limpieza terminó siendo un problema. Fuimos solo entre semana. Entre semana se siente mucho más llevadero. No me arrepiento de haber ido. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Mercado Municipal Río Cuale,mercado,5,28/02/2023,"Quedé fascinado con Mercado Municipal Río Cuale. El ambiente es muy auténtico. Además, honestamente, el tema del ambiente estuvo muy bien. Fuimos con niños al atardecer. Con calor fuerte conviene llevar agua y bloqueador. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,2,12/11/2024,"Galería de arte local no me terminó de convencer. No sentí una curaduría especialmente cuidada. Encima, el tema del tiempo de espera fue lo más flojo. Fuimos en pareja al atardecer. Nos movimos a pie sin complicarnos. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Galería del Centro,galería,5,07/01/2023,"Volvería sin pensarlo a Galería del Centro. El espacio está bien montado. Además, para mí, el tema de la ubicación fue de lo mejor. Fuimos en plan tranquilo entre semana. El clima nos tocó a favor y eso mejoró todo. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,4,28/01/2026,"Muy buena experiencia en Resort frente a la playa. El check-in fue rápido y amable. Además, en general, el tema de la relación calidad-precio destacó bastante. Fuimos en pareja por la mañana. Conviene ir con tiempo y sin prisa. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,5,21/10/2025,"Volvería sin pensarlo a Playa Conchas Chinas. El agua estaba agradable. Además, para mí, el tema de la limpieza superó lo esperado. Fuimos solo entre semana. La zona alrededor tiene bastante movimiento. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,3,11/09/2024,"La vuelta por Avistamiento de ballenas fue bastante normal. Se disfruta, aunque el ritmo pudo ser mejor. Lo mejor fue la atención, pero el tema del mantenimiento estuvo por debajo de lo esperado. Fuimos en familia entre semana. Llegamos al atardecer y la luz ayudó muchísimo. Tiene potencial si cuidan algunos detalles. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,4,16/01/2024,"Salimos contentos de Avistamiento de ballenas. El recorrido estuvo bien armado. Además, honestamente, el tema de la organización estuvo muy bien. Fuimos en familia en vacaciones. El clima nos tocó a favor y eso mejoró todo. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,3,01/04/2024,"La vuelta por Centro Histórico fue bastante normal. Se deja recorrer, pero no todo me gustó igual. Lo mejor fue la organización, pero el tema de la limpieza se notó bastante. Fuimos en pareja por la mañana. El clima nos tocó a favor y eso mejoró todo. No me arrepiento de haber ido. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,4,17/08/2025,"Salimos contentos de Isla del Río Cuale. Es agradable para descansar un rato. Además, honestamente, el tema del servicio marcó una diferencia positiva. Fuimos en plan tranquilo en vacaciones. La zona alrededor tiene bastante movimiento. Definitivamente volvería. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Tour de snorkel en Los Arcos,tour,5,02/02/2026,"Excelente visita a Tour de snorkel en Los Arcos. La logística salió mejor de lo esperado. Además, para mí, el tema de la vista destacó bastante. Fuimos en familia entre semana. Fuimos temprano y se disfrutó más. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,1,17/08/2025,"Salí muy inconforme de Resort frente a la playa. No sentí el nivel de servicio prometido. Encima, el tema del ruido dejó mucho que desear. Fuimos con niños por la mañana. Con calor fuerte conviene llevar agua y bloqueador. No volvería así como está. La fama del lugar me hizo esperar bastante más.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,5,04/01/2025,"Quedé fascinado con Restaurante frente al mar en Marina. El sabor estuvo por encima de lo esperado. Además, para mí, el tema de la experiencia general marcó una diferencia positiva. Fuimos con niños al atardecer. Llegamos al atardecer y la luz ayudó muchísimo. Vale mucho la pena. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,5,28/02/2023,"Excelente visita a Plaza de Armas. Es agradable para sentarse un rato. Además, la verdad, el tema de la limpieza destacó bastante. Fuimos solo por la mañana. En temporada alta imagino que cambia bastante. Lo recomiendo sin problema. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,4,09/01/2025,"Salimos contentos de Excursión a las cascadas. La logística salió mejor de lo esperado. Además, honestamente, el tema de la experiencia general superó lo esperado. Fuimos en plan tranquilo un domingo. El clima nos tocó a favor y eso mejoró todo. Lo recomiendo sin problema. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,5,08/07/2025,"Quedé fascinado con Sendero a Boca de Tomatlán. Vale el esfuerzo si te gusta caminar. Además, para mí, el tema del servicio destacó bastante. Fuimos con niños al mediodía. Llegamos al atardecer y la luz ayudó muchísimo. Lo volvería a incluir en otro viaje. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,3,06/10/2023,"La experiencia en Galería de arte local fue regular. Me dejó una impresión correcta, sin más. Lo mejor fue la experiencia general, pero el tema de la atención bajó bastante la experiencia. Fuimos en familia por la mañana. Fuimos temprano y se disfrutó más. No fue espectacular, pero tampoco un desperdicio. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,2,13/08/2025,"La visita a Paseo por Marina al atardecer me dejó dudas. No fue tan agradable como imaginaba. Encima, el tema de la saturación de gente bajó bastante la experiencia. Fuimos solo en vacaciones. Con calor fuerte conviene llevar agua y bloqueador. No sentí que el costo o el tiempo se justificaran. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,5,22/12/2023,"Volvería sin pensarlo a Galería de arte local. Fue una parada cultural muy disfrutable. Además, en general, el tema de la relación calidad-precio marcó una diferencia positiva. Fuimos con niños de noche. Llegamos al atardecer y la luz ayudó muchísimo. Sí regresaría. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,5,13/08/2023,"Volvería sin pensarlo a Isla del Río Cuale. Se siente relajado para caminar. Además, en general, el tema del servicio sumó muchísimo. Fuimos en pareja por la mañana. Fuimos temprano y se disfrutó más. Lo volvería a incluir en otro viaje. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Hotel boutique en Zona Romántica,hotel,5,23/08/2024,"Quedé fascinado con Hotel boutique en Zona Romántica. La ubicación ayuda muchísimo. Además, para mí, el tema del ambiente me dejó muy buena impresión. Fuimos solo al mediodía. Nos movimos a pie sin complicarnos. Lo volvería a incluir en otro viaje. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,5,14/05/2024,"Quedé fascinado con Paseo en barco por la bahía. El guía explicó todo con claridad. Además, para mí, el tema de la organización estuvo muy bien. Fuimos en plan tranquilo al mediodía. Nos movimos a pie sin complicarnos. Definitivamente volvería. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,5,30/07/2025,"Una gran sorpresa fue Resort frente a la playa. Las áreas comunes se veían cuidadas. Además, en general, el tema de la limpieza marcó una diferencia positiva. Fuimos en familia en vacaciones. Conviene ir con tiempo y sin prisa. Sí regresaría. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour a Yelapa,tour,4,12/07/2023,"En general nos fue bien en Tour a Yelapa. El recorrido estuvo bien armado. Además, en general, el tema de la ubicación destacó bastante. Fuimos con amigos en vacaciones. Conviene ir con tiempo y sin prisa. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,5,23/04/2024,"Una gran sorpresa fue Resort frente a la playa. La ubicación ayuda muchísimo. Además, para mí, el tema del ambiente superó lo esperado. Fuimos con niños al atardecer. Conviene ir con tiempo y sin prisa. Vale mucho la pena. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,2,04/11/2024,"Mercado del mar no me terminó de convencer. La experiencia fue más cansada que entretenida. Encima, el tema de los precios bajó bastante la experiencia. Fuimos con niños un domingo. Hay buenos puntos para tomar fotos. Yo me lo saltaría la próxima vez. La fama del lugar me hizo esperar bastante más.","Puerto Vallarta, Jalisco, México",
Malecón de Puerto Vallarta,atracción,4,02/06/2025,"Valió la pena conocer Malecón de Puerto Vallarta. Es de esos lugares que sí representan bien el destino. Además, honestamente, el tema del ambiente superó lo esperado. Fuimos en familia al mediodía. Hay buenos puntos para tomar fotos. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Galería del Centro,galería,5,23/05/2025,"Quedé fascinado con Galería del Centro. El espacio está bien montado. Además, honestamente, el tema de la limpieza fue de lo mejor. Fuimos en familia un domingo. Llegamos al atardecer y la luz ayudó muchísimo. Sí regresaría. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Zona Romántica,barrio,2,07/10/2025,"La visita a Zona Romántica me dejó dudas. La experiencia no fue tan agradable a pie. Encima, el tema de la organización estuvo por debajo de lo esperado. Fuimos con mis papás un domingo. Fuimos temprano y se disfrutó más. Con varios cambios podría mejorar, pero hoy no lo recomendaría. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Playa Colomitos,playa,5,18/12/2025,"De lo mejor del viaje fue Playa Colomitos. La vista de la bahía se disfruta muchísimo. Además, la verdad, el tema de la tranquilidad marcó una diferencia positiva. Fuimos en familia de noche. Nos movimos a pie sin complicarnos. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Parroquia de Nuestra Señora de Guadalupe,iglesia,5,28/02/2024,"Una gran sorpresa fue Parroquia de Nuestra Señora de Guadalupe. Se presta para fotos muy lindas. Además, la verdad, el tema de la organización fue de lo mejor. Fuimos con mis papás entre semana. Llegamos al atardecer y la luz ayudó muchísimo. Vale mucho la pena. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,3,10/11/2024,"Mi visita a Mismaloya estuvo bien, sin más. Se deja disfrutar, pero con expectativas moderadas. Lo mejor fue la experiencia general, pero el tema de la saturación de gente necesita mejorar. Fuimos solo por la mañana. Con calor fuerte conviene llevar agua y bloqueador. Tiene potencial si cuidan algunos detalles. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,3,17/04/2023,"La experiencia en Plaza de Armas fue regular. Cumple como plaza central y poco más. Lo mejor fue el servicio, pero el tema de los precios dejó mucho que desear. Fuimos en familia un domingo. El clima nos tocó a favor y eso mejoró todo. Está bien para conocerlo una vez. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,3,13/07/2023,"La experiencia en Centro Histórico fue regular. Está bien, sobre todo si te queda de paso. Lo mejor fue la relación calidad-precio, pero el tema de la organización se notó bastante. Fuimos con mis papás al mediodía. Con calor fuerte conviene llevar agua y bloqueador. No me arrepiento de haber ido. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Tour gastronómico por el centro,tour,5,23/12/2023,"Excelente visita a Tour gastronómico por el centro. El guía explicó todo con claridad. Además, la verdad, el tema de la relación calidad-precio superó lo esperado. Fuimos con amigos de noche. En temporada alta imagino que cambia bastante. Sí regresaría. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Marina Vallarta,paseo,5,07/06/2024,"Me encantó Marina Vallarta. Se siente muy representativo de la ciudad. Además, en general, el tema de la vista fue de lo mejor. Fuimos en pareja en vacaciones. La zona alrededor tiene bastante movimiento. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Jardín Botánico de Vallarta,jardín,5,19/06/2025,"Una gran sorpresa fue Jardín Botánico de Vallarta. Se siente como un respiro del calor. Además, honestamente, el tema de la vista destacó bastante. Fuimos en familia por la mañana. Llegamos al atardecer y la luz ayudó muchísimo. Lo recomiendo sin problema. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Playa Mismaloya,playa,5,11/01/2023,"Me encantó Playa Mismaloya. El agua estaba agradable. Además, para mí, el tema del servicio me dejó muy buena impresión. Fuimos en pareja en vacaciones. Hay buenos puntos para tomar fotos. Sí regresaría. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,4,21/09/2023,"En general nos fue bien en Mercado del mar. Hay mucha variedad para curiosear. Además, en general, el tema de la experiencia general marcó una diferencia positiva. Fuimos con niños en vacaciones. El clima nos tocó a favor y eso mejoró todo. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,5,09/08/2024,"Volvería sin pensarlo a Mercado del mar. Se encuentran recuerdos bonitos. Además, para mí, el tema del servicio marcó una diferencia positiva. Fuimos en familia de noche. Conviene ir con tiempo y sin prisa. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
